source_name,sentence,sentences_before,sentences_after,concept_name,quantifiers,id,bert_score,headings,categories,GENERIC SENTENCE
SimpleWikipedia,Limestone is used to make glass and cement.,[],"['It is also used to make iron in a blast furnace, to remove impurities from the iron ore.']",limestone,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21709-Limestone--Uses-1-0-0bb37c6093eeaea690c2e1787d784490-1560876145-988725-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.027358,0.6838347315788269,"['Limestone', 'Uses']","['Carbonate rocks', 'Sedimentary rocks']",Limestone is used to make glass and cement.
SimpleWikipedia,Some roots go very deep into the ground.,[],"['One root that was found in Arizona, USA, was 60 m below the surface.']",root,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21710-Root-11-0-4a9cc5ea577a7a25df706b4aa8bd98fa-1560876146-09379-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.0344791,0.34841597080230713,['Root'],"['Basic English 850 words', 'Plant anatomy']",Some roots go very deep into the ground.
SimpleWikipedia,Roots are also very strong.,[],"['Some tree roots can destroy stones.', 'Roots are not green because the cells have no chlorophyll.']",root,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21710-Root-12-0-f4e0b07ba42f1f05f493266cc3641a66-1560876146-107868-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.041384,0.10221615433692932,['Root'],"['Basic English 850 words', 'Plant anatomy']",Roots are also very strong.
SimpleWikipedia,Some tree roots can destroy stones.,['Roots are also very strong.'],['Roots are not green because the cells have no chlorophyll.'],tree root,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21710-Root-12-1-19eee9ef9c9d012e4f6ab1eb5a28bf5b-1560876146-114272-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.048331,0.45595285296440125,['Root'],"['Basic English 850 words', 'Plant anatomy']",Some tree roots can destroy stones.
SimpleWikipedia,Roots grow through the whole life of the plant.,[],"['They grow longer from the tip, adding cells to the end of each root.', 'The root adds cells to their tips, and they grow fatter as they add cells around their tube-like bodies.']",root,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21710-Root--Root-growth-0-0-b5da196c8dc3b5f694a025f175da1735-1560876146-129389-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.055254,0.6419463157653809,"['Root', 'Root growth']","['Basic English 850 words', 'Plant anatomy']",Roots grow through the whole life of the plant.
SimpleWikipedia,Some trees have roots that are above the ground 'and' underground.,[],"['They exchange gases with the atmosphere, just as leaves do.', 'They are an adaptation to the poor level of oxygen in the waterlogged soil of the mangrove swamp.', 'BBC Books, London.']",tree,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21710-Root--Aerial-roots-1-0-08999e9d78a7e8c80ce55e4f8bb35949-1560876146-178524-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.063018,0.6406437158584595,"['Root', 'Aerial roots']","['Basic English 850 words', 'Plant anatomy']",Some trees have roots that are above the ground 'and' underground.
SimpleWikipedia,Most protists are very small.,[],"['Some algae are protists, if they are single-celled.', 'Many protists are part of the plankton and are very important for the ecosystem.', 'The cells found in protists may be extremely complex, and are often little understood.', 'It is now possible to do DNA sequencing, and a number of protists have been analysed.', 'The results show that the Protista is not a monophyletic group.']",protist,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21723-Protist-1-0-a9c8635b50424e109c71ae7dbdc5ee5c-1560876146-744867-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.0698829,0.3529835641384125,['Protist'],['Cell biology'],Most protists are very small.
SimpleWikipedia,"Some algae are protists, if they are single-celled.",['Most protists are very small.'],"['Many protists are part of the plankton and are very important for the ecosystem.', 'The cells found in protists may be extremely complex, and are often little understood.', 'It is now possible to do DNA sequencing, and a number of protists have been analysed.', 'The results show that the Protista is not a monophyletic group.', 'It is paraphyletic, and not a single clade.']",algae,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21723-Protist-1-1-3b12889fc2cd32f36fa2b851cb08a48d-1560876146-757349-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.0770931,0.7526479363441467,['Protist'],['Cell biology'],"Some algae are protists, if they are single-celled."
SimpleWikipedia,Many protists are part of the plankton and are very important for the ecosystem.,"['Most protists are very small.', 'Some algae are protists, if they are single-celled.']","['The cells found in protists may be extremely complex, and are often little understood.', 'It is now possible to do DNA sequencing, and a number of protists have been analysed.', 'The results show that the Protista is not a monophyletic group.', 'It is paraphyletic, and not a single clade.', 'The taxonomy of the Protista is therefore rather confused.']",protist,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21723-Protist-1-2-2cec215576345c31bbcbcbeeb7b5a6a7-1560876146-766102-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.084992,0.41255462169647217,['Protist'],['Cell biology'],Many protists are part of the plankton and are very important for the ecosystem.
SimpleWikipedia,"Artificial satellites are smaller, unmanned spacecraft.",['Some of the most important spacecraft today are artificial satellites.'],"['Some go into Low Earth orbit to look at the Earth or for other purposes.', 'Others are sent to geostationary orbit to relay radio signals from one part of Earth to another, or to watch events on Earth from a high point of view.', 'Communications satellites are important for television and other communications, and other satellites help with weather prediction and other jobs.']",artificial satellite,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21736-Spacecraft--Satellites-0-1-72300c040c61f2edd03ac75aa1d733f8-1560876147-533203-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.0920398,0.6477813720703125,"['Spacecraft', 'Satellites']",[],"Artificial satellites are smaller, unmanned spacecraft."
SimpleWikipedia,Locks are built in places where the level of the water in the river or canal suddenly changes.,"[""A 'lock' is a place where boats that are travelling up or down a river or canal can be raised higher or lower.""]","['This may be because there is a waterfall there, or because a dam or a weir has been built, or because there is some other thing in the way.', 'The lock is like a big chamber with gates at each end.', 'They have lock gears which empty or fill the chamber with water.']",lock,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-217469-Lock--water-transport--0-1-828eb22e781dbc86871e2ad5274cc8bc-1560876148-166811-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.100157,0.5337289571762085,['Lock (water transport)'],"['Canals', 'Rivers', 'Gates']",Locks are built in places where the level of the water in the river or canal suddenly changes.
SimpleWikipedia,Many members also live in the diaspora.,"['It is mainly rooted in Iraqi Kurdistan, as well as Lorestan and Kermanshah in Iran.']",[],member,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-217471-Ahl-e-Haqq-0-1-2b53bec2f3cce297509f6e5237e7ec36-1560876148-2811031-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.107572,0.06503206491470337,['Ahl-e Haqq'],['Religions'],Many members also live in the diaspora.
SimpleWikipedia,Somebody just needs to grab some of it and bring it here.,['All these articles listed for En.'],"[""I have given up on simplifying articles, so I don't think it will be me.""]",Somebody,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-217635-Wikipedia-Requests-for-deletion-Requests-2009-Category-Mario-series-characters--null--Category-Mario-series-characters--Discussion-10-1-c9d3f26b9986eb6ccc7e9b0d110ac6af-1560876149-383992-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.115156,0.03192136809229851,"['Wikipedia:Requests for deletion/Requests/2009/Category:Mario series characters', 'null', 'Category:Mario series characters', 'Discussion']",[],Somebody just needs to grab some of it and bring it here.
SimpleWikipedia,"Cuboids have six faces, which form a convex polyhedron.","[""A 'cuboid' is a 3D shape.""]","['Simply speaking, cuboids are made from 6 rectangles, which are placed at right angles.', 'A cuboid that uses square faces is a cube, if the faces are rectangles, other than cubes, it looks like a shoe box.']",cuboid,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-217813-Cuboid-1-1-d6fe9abec390c8fa1e7c8b53cd64deed-1560876150-62382-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.1236942,0.7001867294311523,['Cuboid'],['Three-dimensional shapes'],"Cuboids have six faces, which form a convex polyhedron."
SimpleWikipedia,Solid ingredients are eaten with chopsticks.,"['Various solid ingredients like wakame, seaweed, tofu from soybeans, and sometimes mushrooms, potatos, and eggplants are added to make the finished soup.', 'The soup is usually served in lacquer bowls and drunk directly from the bowl.']","['Different types of miso produce distinctive soups.', 'Mainly, there are three types of miso, e.g., dark-brown, white, and a combination of them.']",solid ingredient,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21787-Miso-soup-1-2-021dfd4f137d68cdcb8dc9452f10f6bc-1560876151-064905-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.131052,0.10330285131931305,['Miso soup'],['Soups'],Solid ingredients are eaten with chopsticks.
SimpleWikipedia,Chinese production is concentrated around Dalian.,"['It is distributed either dried or salted.', 'It is often used in miso soup and salads.', ""In Korea it is called 'miyeok'."", 'It is used in salads, or as the main ingredient in miyeok soup.', ""In China it is called 'qundaicai'.""]",[],chinese production,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21789-Wakame-1-5-83d10db84122202879e4ec387a91db3d-1560876151-15831-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.1379158,0.302704781293869,['Wakame'],"['Algae', 'Vegetables']",Chinese production is concentrated around Dalian.
SimpleWikipedia,Kelp plays an important role as food and habitat for fish and other forms.,[],['It may be eaten as a vegetable.'],kelp,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21791-Kelp-3-0-fd597954007047a51467d56cd559d5c6-1560876151-3242052-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.14648,0.5116849541664124,['Kelp'],"['Algae', 'Vegetables']",Kelp plays an important role as food and habitat for fish and other forms.
SimpleWikipedia,Most species have venomous appendages on their sides.,"[""Unlike most other gastropods they are 'bilaterally symmetrical'."", 'They have undergone secondary detorsion.', 'Uncoiling of the typical gastropod body shape, see garden snail.']","['These are used to deter predators.', 'Many also have a simple gut and a mouth with a radula.']",specie,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-217912-Nudibranch--Biology-1-3-1cc3adf29858b1d4baf262af2e18dd3c-1560876151-422532-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.1535769,0.3676709532737732,"['Nudibranch', 'Biology']",['Gastropods'],Most species have venomous appendages on their sides.
SimpleWikipedia,Nudibranches can protect themselves from the hydroids and their nematocysts.,"['Frick K. 2003.', 'Predator suites and Flabellinid Nudibranch nematocyst complements in the Gulf of Maine.', ""Proceedings of the American Academy of Underwater Sciences', 22nd Annual Scientific Diving Symposium."", 'The nematocysts wander through the alimentary canal without harming the nudibranch.', ""Then, the cells are brought to specific places on the creature's hind body.""]","['It is not yet clear how, but special cells with large vacuoles probably play an important role.']",nudibranch,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-217912-Nudibranch--Biology--Colours-and-defence-2-5-487a0ede2e64df166882f0693c7e9729-1560876151-49546-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.161116,0.8053744435310364,"['Nudibranch', 'Biology', 'Colours and defence']",['Gastropods'],Nudibranches can protect themselves from the hydroids and their nematocysts.
SimpleWikipedia,China has more kinds of tofu than Japan and various tofu foods.,[],[],China,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21794-Tofu--China-0-0-67677c8d1397abf85990a8fab6dca0bd-1560876151-8037288-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.177131,0.27810439467430115,"['Tofu', 'China']",['Foods'],China has more kinds of tofu than Japan and various tofu foods.
SimpleWikipedia,Calorie is relatively low.,['Tofu is rich in textured vegetable protein.'],"['Dietary fiber is a little for process.', 'More and more American and European use it as health food.']",calorie,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21794-Tofu--Nutrition-0-1-37151ab98df71731677aad7c38d56b5d-1560876151-842357-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.1839519,0.09931565076112747,"['Tofu', 'Nutrition']",['Foods'],Calorie is relatively low.
SimpleWikipedia,Dietary fiber is a little for process.,"['Tofu is rich in textured vegetable protein.', 'Calorie is relatively low.']",['More and more American and European use it as health food.'],dietary fiber,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21794-Tofu--Nutrition-0-2-feca2267ee9f58ab579b166257653582-1560876151-8508968-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.1910532,0.12871597707271576,"['Tofu', 'Nutrition']",['Foods'],Dietary fiber is a little for process.
SimpleWikipedia,Most people use granulated or liquid instant substitutes.,"[""Dashi' is a simple soup stock used in Japanese cooking."", 'Dashi is the base for miso soup, Japanese noodle broth, and many Japanese simmering liquids.', 'Fresh dashi made from kelp and katsuobushi is rare today, even in Japan.']",[],people,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21800-Dashi-0-3-93f8f818f99a5d8c58ba40dfef2d0dc4-1560876152-293531-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.213741,0.11664241552352905,['Dashi'],"['Food ingredients', 'Soups', 'Japanese food']",Most people use granulated or liquid instant substitutes.
SimpleWikipedia,Africanized honeybees are much more protective of their beehive and more likely to sting.,[],"['When one of them get surprised or scared, they all attack together and sting the same animal or person with hundreds of stings.', ""Actually, their sting is the same as a regular honeybee's, but because they sting all together, they are much more dangerous."", 'They usually chase their target much farther than regular honeybees, and they stay angry and ready to fight for a much longer time.', ""However, if left alone, they'll usually not attack.""]",africanized honeybee,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-218002-Africanized-honeybee--Behavior-0-0-2be3180bcc893c6036fbd983f846e4b3-1560876152-549199-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.222589,0.6052249073982239,"['Africanized honeybee', 'Behavior']",['Hymenoptera'],Africanized honeybees are much more protective of their beehive and more likely to sting.
SimpleWikipedia,"Humans go even further still, with the long period of learning before their young are independent.","['Because the eggs are laid on land, internal fertilisation is needed.', 'Thus, from the initial step of a cleidoic egg comes a number of changes in behaviour.', 'With the changes in behaviour comes better and more flexible brains.', 'Some reptiles, for example, crocodiles and birds,Birds, of course, are reptiles by descent.', 'All mammals provide milk for their young, and many smaller mammals raise their young in burrows, providing a meaasure of security.']","['Also, in human evolution, there is a reduction in instinctive behaviour, which is inherited.', 'Instead, there is a great increase in learned behaviours and social life.', 'These later adaptations were made possible by the earlier evolution of the cleidoic egg.']",human,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-218024-Cleidoic-egg--Discussion--Reproductive-strategy-1-5-b8594c9171ac58d9929ed4665e202644-1560876152-782825-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.230783,0.25267523527145386,"['Cleidoic egg', 'Discussion', 'Reproductive strategy']","['Reptiles', 'Birds', 'Zoology', 'Developmental biology', 'Evolutionary biology', 'Biological reproduction']","Humans go even further still, with the long period of learning before their young are independent."
SimpleWikipedia,Live birth is a comparatively recent adaptation.,[],"['Monotreme mammals do still lay eggs.', 'It is the marsupial and eutherian mammals which developed live birth.', 'Actually,the embryo developing in the womb has the same membranes round it as does the embryo inside a bird egg.', 'Mammals give birth to live young because the development takes place internally.', 'Live birth has evolved independently a number of times in reptiles, for example Ichthyosaurs gave birth to live young.']",live birth,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-218024-Cleidoic-egg--Discussion--Live-birth-0-0-b87a219957624537f82bf190e7ac957c-1560876152-811732-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.237919,0.14676690101623535,"['Cleidoic egg', 'Discussion', 'Live birth']","['Reptiles', 'Birds', 'Zoology', 'Developmental biology', 'Evolutionary biology', 'Biological reproduction']",Live birth is a comparatively recent adaptation.
SimpleWikipedia,Mammals give birth to live young because the development takes place internally.,"['Live birth is a comparatively recent adaptation.', 'Monotreme mammals do still lay eggs.', 'It is the marsupial and eutherian mammals which developed live birth.', 'Actually,the embryo developing in the womb has the same membranes round it as does the embryo inside a bird egg.']","['Live birth has evolved independently a number of times in reptiles, for example Ichthyosaurs gave birth to live young.', 'So do some snakes.']",mammal,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-218024-Cleidoic-egg--Discussion--Live-birth-0-4-9bc7e4733d30dbeeeeb499c2f035dd56-1560876152-8425012-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.252471,0.803389847278595,"['Cleidoic egg', 'Discussion', 'Live birth']","['Reptiles', 'Birds', 'Zoology', 'Developmental biology', 'Evolutionary biology', 'Biological reproduction']",Mammals give birth to live young because the development takes place internally.
SimpleWikipedia,Highways are scarce and present mainly in the east.,[],['Airplanes are commonly used in small remote communities and sometimes in the larger cities.'],highway,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-218026-Regions-of-Brazil--North-Region-8-0-c446e875ec3595c759dc9ced74b7f706-1560876152-8701718-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.2597,0.1608157604932785,"['Regions of Brazil', 'North Region']",[],Highways are scarce and present mainly in the east.
SimpleWikipedia,"Cities are spread far apart in the region, and it has the lowest population density of the country.",[],"['There are very few paved highways in the region, as it is almost isolated from the rest of the country.', 'It is also the biggest region of Brazil, being responsible for almost half of the Brazilian territorial extension.']",city,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-218026-Regions-of-Brazil--North-Region-10-0-28cedbcc7255a9f75594e1922ad1191e-1560876152-883915-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.268359,0.2177104651927948,"['Regions of Brazil', 'North Region']",[],"Cities are spread far apart in the region, and it has the lowest population density of the country."
SimpleWikipedia,Rivers are used when possible.,"['There are many developed highways and railways throughout the region, although the latter is mainly used for freight.']",[],river,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-218026-Regions-of-Brazil--South-Region-8-1-7dd945c797d6088e51f6e75d83ed479d-1560876152-924926-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.275309,0.06935548782348633,"['Regions of Brazil', 'South Region']",[],Rivers are used when possible.
SimpleWikipedia,"Cards are dealt in succession, and bets placed at each stage.","[""It is a 'dealer versus players game'."", 'Each player has their own game against the dealer.']","[""Players win if their card numbers add up to more than the dealer's to a limit if 21."", 'Hands which add up to more than 21 lose.', 'Face cards count as 10.']",card,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-218060-Blackjack-3-2-8179cb0fc6b41bf56ba9290583a7d3c0-1560876153-141518-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.283191,0.02149605192244053,['Blackjack'],['Card games'],"Cards are dealt in succession, and bets placed at each stage."
SimpleWikipedia,People also prepare salads in it.,"[""A 'bowl' is a container for food."", 'It can hold liquids, such as soups and solids, like popcorn.']","['A bowl is like a ball cut in half.', 'Bowls are usually made from glass, ceramic, wood or plastic.']",People,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21815-Bowl-1-2-849474a0be7c5e3bd6e041f9c9963a0b-1560876153-9938402-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.29144,0.0375247597694397,['Bowl'],['Kitchenware'],People also prepare salads in it.
SimpleWikipedia,Chili dogs are also popular in the Southwestern United States.,"['Other types of chili dogs include Michigan dogs, which are from upstate New York, and Texas dogs, which are from Pennsylvania.']","[""Another type of hot dog is a 'Chicago dog', which is a Vienna beef weiner topped with mustard, onion, neon green pickle relish, peppers, tomatoes and a pickle.""]",chili dog,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-21820-Hot-dog-5-1-9e217815f1ea44e43521260b318231bb-1560876154-679301-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.29884,0.3836534321308136,['Hot dog'],"['Sausage', 'American food']",Chili dogs are also popular in the Southwestern United States.
SimpleWikipedia,Circuses usually travel about to different parts of the country or to different countries.,"[""A 'circus' is a special kind of entertainment that can be enjoyed by children and adults."", 'Circuses are a group of performers that may include acrobats, clowns, trained animals, trapeze acts, musicians, hoopers, tightrope walkers, jugglers and other artists who perform stunts.']","['There may be room for hundreds of people in the audience.', 'In the middle is the circular area where the artists perform.', 'Not all circuses travel about.', 'A few circuses perform in their own building.']",circus,['frequency'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-218203-Circus-1-2-6451636657074248665d14628addfcdd-1560876154-709832-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086124.306169,0.25631314516067505,['Circus'],"['Entertainment', 'Performing arts']",Circuses usually travel about to different parts of the country or to different countries.
